ID,Section Merged,Topic,English Text Problem,English Text Solution,Section,Haochen Database ID
24247,Graphs and Equations,real-life-graphs,"Work out the average speed of the train, in m/ s, during the 60 seconds.
................................................... m/ s","Average speed =  so we need to find the total distance (the total time is 60 seconds).
The area under a speed-time graph represents the distance (because distance = speed × time).
The speed-time graph here is in the shape of a trapezium and area of a trapezium =  where  and  are the parallel lengths and  is the perpendicular height. We can read these values from the graph:

Distance = area = 
attempt seen to find the area under the graph (using trapezium or two triangles and a rectangle) [1]partially correct attempt to find area under graph (no more than one mistake) [1]
= 950 m
correct area [1]
Divide this result by the total time (60 seconds) to find the average speed.
Average speed = 
[1]
                                              = 15.83333333... 
Round to at least 3 significant figures or state your answer as a recurring decimal.
Answer =  or  m/s [1]",7-graphs-of-equations-and-functions,
15966,Algebra,graphing-inequalities,"Show, by shading on the grid, the region defined by all three of the inequalities









Label the region 


","Start by drawing the lines of the equations.  Every one includes ""equal to"" so all will be drawn as solid lines.
 is a vertical line passing through 6 on the x-axis is a horizontal line passing through 2 on the y-axis is a diagonal line passing through (0, 1) and (8, 9)
Now consider the inequalities remembering to shade the unwanted section.
 will be to the left of ('below') its line - so shade the part of the graph to the right of ('above') it will be above its line - so shade the part of the graph below it will be below its line - so shade the part of the graph above it
Make your answer clear by labelling the final region R, as instructed in the question.

For lines x = 6 and y = 2 drawn [1]For line y = x + 1 drawn  [1]Fully correct region [1]",2-algebra,57da91c6-6a9a-4229-a8f6-5e8bd8b30f42
15125,Algebra,forming-and-solving-equations,"3 teas and 2 coffees have a total cost of £7.805 teas and 4 coffees have a total cost of £14.20
Work out the cost of one tea and the cost of one coffee.","Let the cost of a tea be t and the cost of a coffee be c. 
Use the information in the question to write two equations.
3 teas = 3t, 2 coffees = 2c, add these and set equal to 7.8 (£7.80). 

5 teas = 5t, 4 coffees = 4c, add these and set equal to 14.2 (£14.20). 

[1]
Number the equations.
 
Make the c terms equal by multiplying all parts of equation (1) by 2.
  
This gives two equations with the same coefficient of c.

Eliminate the c terms by subtracting equation (2) from equation (3).

[1]
Substitute  into either of the two original equations.

[1]
Solve this equation to find c.

This means that 1 tea costs £1.40 and 1 coffee costs £1.80. 
One tea = £1.40      One coffee = £1.80 [1]",2-algebra,6c9a9b40-efd3-4072-87cc-dd5d3d014a10
16855,Algebra,forming-and-solving-equations,"3 teas and 2 coffees have a total cost of £7.805 teas and 4 coffees have a total cost of £14.20
Work out the cost of one tea and the cost of one coffee.","Let the cost of a tea be t and the cost of a coffee be c. 
Use the information in the question to write two equations.
3 teas = 3t, 2 coffees = 2c, add these and set equal to 7.8 (£7.80). 

5 teas = 5t, 4 coffees = 4c, add these and set equal to 14.2 (£14.20). 

[1]
Number the equations.
 
Make the c terms equal by multiplying all parts of equation (1) by 2.
  
This gives two equations with the same coefficient of c.

Eliminate the c terms by subtracting equation (2) from equation (3).

[1]
Substitute  into either of the two original equations.

[1]
Solve this equation to find c.

This means that 1 tea costs £1.40 and 1 coffee costs £1.80. 
One tea = £1.40      One coffee = £1.80 [1]",2-algebra,09a38cf7-5349-4a8e-a766-51aea8bf29fa
20167,Geometry and Measures,bearings-scale-drawing-constructions-and-loci,"Use ruler and compasses to bisect the angle at .You must show all your construction lines.
","Put the point of the compasses on to point A and draw an arc that intersects with both lines that form the angle.

Place the point of the compasses on one of the points of intersection and draw another arc.Repeat this step but with the point of the compasses on the other point of intersection and keep the compasses set to the SAME distance.The two new arcs drawn should intersect.

Using a ruler, draw a straight line connecting point A to the point of intersection between the two arcs.

Correct construction arcs [1]Correct bisector [1]",4-geometry-and-measures,
20587,Geometry and Measures,bearings-scale-drawing-constructions-and-loci,"Use ruler and compasses to bisect the angle at .You must show all your construction lines.
","Put the point of the compasses on to point A and draw an arc that intersects with both lines that form the angle.

Place the point of the compasses on one of the points of intersection and draw another arc.Repeat this step but with the point of the compasses on the other point of intersection and keep the compasses set to the SAME distance.The two new arcs drawn should intersect.

Using a ruler, draw a straight line connecting point A to the point of intersection between the two arcs.

Correct construction arcs [1]Correct bisector [1]",4-geometry-and-measures,
16805,Algebra,functions,Show that  can be written as  State the value of .,"Factorise the easier quadratic in the numerator (by taking out a common factor of x) 


The harder quadratic on the denominator is likely to have (x + 3) as a factorTry factorising with (x + 3) 
 
The whole number -1 in the first bracket would multiply by +3 in the second bracket to give -3 on the leftExpanding this attempt shows it is correct 

[1]
Cancel common brackets from top-and-bottom 

This is of the form  where k = 2
 where k = 2 [1]",2-algebra,b123b67b-01b6-4768-8f72-3f5cfb9f9a74
21232,Geometry and Measures,volume-and-surface-area,Find the size of angle DAB.,"Look at the right-angled triangle AOB.

[1]

Find Angle BAD.

 
 [1]",4-geometry-and-measures,
21676,Geometry and Measures,volume-and-surface-area,Find the size of angle DAB.,"Look at the right-angled triangle AOB.

[1]

Find Angle BAD.

 
 [1]",4-geometry-and-measures,
18784,Algebra,powers-roots-and-standard-form,"Write down the value of , given that  
.................................. ","Use the law of indices that .

Write the value of .
 [1]Note that the answer is the value of m, not ""39""",3-indices-and-surds,
19278,Probability,simple-probability-diagrams,"The two-way table gives some information about how 100 children travelled to school one day.



 
Walk
Car
Other
Total


Boy
15
 
14
54


Girl
 
8
16
 


Total
37
 
 
100



Complete the two-way table.","All the rows and columns in a two-way table must add up to their respective 'totals'.


  [3]
3 marks for all 5 correct.  2 marks for 3 or 4 correct.  1 mark for 1 or 2 correct.
It's always good to check that your row and column totals add up to the 'total total'.  37 + 33 + 30 = 100  and  54 + 46 = 100.",5-probability,
19451,Probability,simple-probability-diagrams,"The two-way table gives some information about how 100 children travelled to school one day.



 
Walk
Car
Other
Total


Boy
15
 
14
54


Girl
 
8
16
 


Total
37
 
 
100



Complete the two-way table.","All the rows and columns in a two-way table must add up to their respective 'totals'.


  [3]
3 marks for all 5 correct.  2 marks for 3 or 4 correct.  1 mark for 1 or 2 correct.
It's always good to check that your row and column totals add up to the 'total total'.  37 + 33 + 30 = 100  and  54 + 46 = 100.",5-probability,
18712,Algebra,powers-roots-and-standard-form,"Evaluate.
","A power of one third, is equivalent to finding the cube-root

2 [1]",3-indices-and-surds,
