Section Merged,Lemma,Occurrences in Section Merged,Unique Topics in Section Merged,POS Tags
"Ratio, Proportion, and Rates of Change",gingerbread,1,1,ADJ
"Ratio, Proportion, and Rates of Change",girl,6,2,NOUN
"Ratio, Proportion, and Rates of Change",give,64,6,VERB
"Ratio, Proportion, and Rates of Change",glass,2,1,NOUN
"Ratio, Proportion, and Rates of Change",go,16,4,VERB
"Ratio, Proportion, and Rates of Change",gold,2,1,"ADJ, NOUN"
"Ratio, Proportion, and Rates of Change",good,8,1,ADJ
"Ratio, Proportion, and Rates of Change",gram,6,2,NOUN
"Ratio, Proportion, and Rates of Change",graph,18,2,NOUN
"Ratio, Proportion, and Rates of Change",gravel,1,1,NOUN
"Ratio, Proportion, and Rates of Change",gravity,3,1,NOUN
"Ratio, Proportion, and Rates of Change",great,6,2,ADJ
"Ratio, Proportion, and Rates of Change",green,10,2,"ADJ, PROPN"
"Ratio, Proportion, and Rates of Change",group,2,1,NOUN
"Ratio, Proportion, and Rates of Change",h,4,3,"NOUN, PROPN"
"Ratio, Proportion, and Rates of Change",half,2,1,NOUN
"Ratio, Proportion, and Rates of Change",hall,2,1,NOUN
"Ratio, Proportion, and Rates of Change",halve,1,1,VERB
"Ratio, Proportion, and Rates of Change",ham,2,1,"NOUN, PROPN"
"Ratio, Proportion, and Rates of Change",handed,2,1,ADJ
"Ratio, Proportion, and Rates of Change",hang,2,1,VERB
"Ratio, Proportion, and Rates of Change",happen,2,2,VERB
"Ratio, Proportion, and Rates of Change",have,70,5,VERB
"Ratio, Proportion, and Rates of Change",hedge,1,1,NOUN
"Ratio, Proportion, and Rates of Change",height,7,1,NOUN
"Ratio, Proportion, and Rates of Change",help,3,2,VERB
"Ratio, Proportion, and Rates of Change",here,16,4,ADV
"Ratio, Proportion, and Rates of Change",high,1,1,ADJ
"Ratio, Proportion, and Rates of Change",holiday,12,2,NOUN
"Ratio, Proportion, and Rates of Change",home,4,2,NOUN
"Ratio, Proportion, and Rates of Change",hotel,2,2,NOUN
"Ratio, Proportion, and Rates of Change",hour,24,3,NOUN
"Ratio, Proportion, and Rates of Change",house,7,3,NOUN
"Ratio, Proportion, and Rates of Change",houses?give,3,1,"ADV, VERB"
"Ratio, Proportion, and Rates of Change",i,1,1,NOUN
"Ratio, Proportion, and Rates of Change",icelandic,2,1,ADJ
"Ratio, Proportion, and Rates of Change",identical,2,1,ADJ
"Ratio, Proportion, and Rates of Change",ii,5,3,PROPN
"Ratio, Proportion, and Rates of Change",incorrect,1,1,ADJ
"Ratio, Proportion, and Rates of Change",increase,16,4,"NOUN, VERB"
"Ratio, Proportion, and Rates of Change",information,7,4,NOUN
"Ratio, Proportion, and Rates of Change",ingredient,13,1,NOUN
"Ratio, Proportion, and Rates of Change",instead,1,1,ADV
"Ratio, Proportion, and Rates of Change",integer,2,2,NOUN
"Ratio, Proportion, and Rates of Change",intensity,2,1,NOUN
"Ratio, Proportion, and Rates of Change",interest,2,1,NOUN
"Ratio, Proportion, and Rates of Change",interior,1,1,ADJ
"Ratio, Proportion, and Rates of Change",inversely,56,1,ADV
"Ratio, Proportion, and Rates of Change",invest,2,1,VERB
"Ratio, Proportion, and Rates of Change",investment,1,1,NOUN
"Ratio, Proportion, and Rates of Change",isoscele,1,1,NOUN
"Ratio, Proportion, and Rates of Change",isosceles,1,1,PROPN
"Ratio, Proportion, and Rates of Change",is€1,3,1,VERB
"Ratio, Proportion, and Rates of Change",journey,3,2,NOUN
"Ratio, Proportion, and Rates of Change",juice,2,1,NOUN
"Ratio, Proportion, and Rates of Change",just,1,1,ADV
"Ratio, Proportion, and Rates of Change",k,1,1,PROPN
"Ratio, Proportion, and Rates of Change",kg,8,3,NOUN
"Ratio, Proportion, and Rates of Change",kilogram,5,2,NOUN
"Ratio, Proportion, and Rates of Change",kilometre,5,1,NOUN
"Ratio, Proportion, and Rates of Change",km,11,2,"NOUN, PROPN"
"Ratio, Proportion, and Rates of Change",koruna,2,1,"NOUN, PROPN"
"Ratio, Proportion, and Rates of Change",krona,2,1,NOUN
"Ratio, Proportion, and Rates of Change",label,1,1,NOUN
"Ratio, Proportion, and Rates of Change",language,2,1,NOUN
"Ratio, Proportion, and Rates of Change",large,14,4,ADJ
"Ratio, Proportion, and Rates of Change",last,6,2,ADJ
"Ratio, Proportion, and Rates of Change",leaflet,3,1,NOUN
"Ratio, Proportion, and Rates of Change",learn,2,1,VERB
"Ratio, Proportion, and Rates of Change",least,3,1,ADJ
"Ratio, Proportion, and Rates of Change",leave,7,3,VERB
"Ratio, Proportion, and Rates of Change",lemon,1,1,NOUN
"Ratio, Proportion, and Rates of Change",length,12,3,NOUN
"Ratio, Proportion, and Rates of Change",less,6,4,ADJ
"Ratio, Proportion, and Rates of Change",letter,13,2,NOUN
"Ratio, Proportion, and Rates of Change",level,1,1,NOUN
"Ratio, Proportion, and Rates of Change",lie,2,1,VERB
"Ratio, Proportion, and Rates of Change",limit,1,1,NOUN
"Ratio, Proportion, and Rates of Change",line,2,1,NOUN
"Ratio, Proportion, and Rates of Change",link,4,1,VERB
"Ratio, Proportion, and Rates of Change",lira,3,1,NOUN
"Ratio, Proportion, and Rates of Change",list,3,1,NOUN
"Ratio, Proportion, and Rates of Change",litre,14,3,NOUN
"Ratio, Proportion, and Rates of Change",litres£1,1,1,PROPN
"Ratio, Proportion, and Rates of Change",loan,2,1,NOUN
"Ratio, Proportion, and Rates of Change",locomotive,2,1,NOUN
"Ratio, Proportion, and Rates of Change",long,9,3,"ADJ, ADV"
"Ratio, Proportion, and Rates of Change",lose,3,1,VERB
"Ratio, Proportion, and Rates of Change",loudspeaker,2,1,NOUN
"Ratio, Proportion, and Rates of Change",low,4,3,ADJ
"Ratio, Proportion, and Rates of Change",lower,1,1,ADV
"Ratio, Proportion, and Rates of Change",m,4,2,NOUN
"Ratio, Proportion, and Rates of Change",m2,4,2,"NOUN, PROPN"
"Ratio, Proportion, and Rates of Change",m3,2,1,NOUN
"Ratio, Proportion, and Rates of Change",m3.The,1,1,PROPN
"Ratio, Proportion, and Rates of Change",machine,2,1,NOUN
"Ratio, Proportion, and Rates of Change",make,56,4,VERB
"Ratio, Proportion, and Rates of Change",male,3,1,"ADJ, NOUN"
"Ratio, Proportion, and Rates of Change",males.25,2,1,NOUN
"Ratio, Proportion, and Rates of Change",man,9,2,NOUN
"Ratio, Proportion, and Rates of Change",manager,1,1,NOUN
"Ratio, Proportion, and Rates of Change",many,48,5,ADJ
"Ratio, Proportion, and Rates of Change",margarita,1,1,PROPN
"Ratio, Proportion, and Rates of Change",mass,5,2,NOUN
"Ratio, Proportion, and Rates of Change",match,3,1,VERB
"Ratio, Proportion, and Rates of Change",maximum,3,2,ADJ
"Ratio, Proportion, and Rates of Change",mean,2,2,"NOUN, VERB"
"Ratio, Proportion, and Rates of Change",measure,1,1,VERB
"Ratio, Proportion, and Rates of Change",medium,7,2,"ADJ, NOUN"
"Ratio, Proportion, and Rates of Change",metal,1,1,NOUN
"Ratio, Proportion, and Rates of Change",meter,1,1,NOUN
"Ratio, Proportion, and Rates of Change",method,1,1,NOUN
"Ratio, Proportion, and Rates of Change",metre,16,4,NOUN
"Ratio, Proportion, and Rates of Change",middle,1,1,NOUN
"Ratio, Proportion, and Rates of Change",mile,3,2,NOUN
"Ratio, Proportion, and Rates of Change",miles26,1,1,NOUN
"Ratio, Proportion, and Rates of Change",milk,7,2,NOUN
"Ratio, Proportion, and Rates of Change",milk120,1,1,PROPN
"Ratio, Proportion, and Rates of Change",millilitre,1,1,NOUN
"Ratio, Proportion, and Rates of Change",millimetre,1,1,NOUN
"Ratio, Proportion, and Rates of Change",mince,2,1,NOUN
"Ratio, Proportion, and Rates of Change",mincemeat1,2,1,NOUN
"Ratio, Proportion, and Rates of Change",mincemeat6,2,1,NOUN
"Ratio, Proportion, and Rates of Change",mint,2,1,NOUN
"Ratio, Proportion, and Rates of Change",minute,21,3,NOUN
"Ratio, Proportion, and Rates of Change",mix,10,2,"NOUN, VERB"
"Ratio, Proportion, and Rates of Change",mixed,2,1,ADJ
"Ratio, Proportion, and Rates of Change",mixture,3,1,NOUN
"Ratio, Proportion, and Rates of Change",ml,11,3,"NOUN, PROPN"
"Ratio, Proportion, and Rates of Change",mm,2,1,NOUN
"Ratio, Proportion, and Rates of Change",model,11,2,NOUN
"Ratio, Proportion, and Rates of Change",money,28,4,NOUN
"Ratio, Proportion, and Rates of Change",money?You,6,1,PROPN
"Ratio, Proportion, and Rates of Change",month,1,1,NOUN
"Ratio, Proportion, and Rates of Change",monthly,1,1,ADJ
"Ratio, Proportion, and Rates of Change",more,26,5,ADJ
"Ratio, Proportion, and Rates of Change",mother,3,1,NOUN
"Ratio, Proportion, and Rates of Change",motorway,1,1,NOUN
"Ratio, Proportion, and Rates of Change",mph,3,2,NOUN
"Ratio, Proportion, and Rates of Change",much,25,5,"ADJ, ADV"
"Ratio, Proportion, and Rates of Change",multiply,3,1,VERB
"Ratio, Proportion, and Rates of Change",n,2,2,NOUN
"Ratio, Proportion, and Rates of Change",n.,2,2,NOUN
"Ratio, Proportion, and Rates of Change",namibian,1,1,ADJ
"Ratio, Proportion, and Rates of Change",near,9,4,ADJ
"Ratio, Proportion, and Rates of Change",need,17,3,VERB
"Ratio, Proportion, and Rates of Change",new,3,2,ADJ
"Ratio, Proportion, and Rates of Change",newspaper,4,1,NOUN
"Ratio, Proportion, and Rates of Change",newton,3,1,NOUN
"Ratio, Proportion, and Rates of Change",next,3,1,"ADJ, ADV"
"Ratio, Proportion, and Rates of Change",no,2,1,NOUN
"Ratio, Proportion, and Rates of Change",normal,4,1,ADJ
"Ratio, Proportion, and Rates of Change",note,1,1,NOUN
"Ratio, Proportion, and Rates of Change",now,11,1,ADV
"Ratio, Proportion, and Rates of Change",number,69,6,NOUN
"Ratio, Proportion, and Rates of Change",nut,6,2,NOUN
"Ratio, Proportion, and Rates of Change",nuts,1,1,ADJ
"Ratio, Proportion, and Rates of Change",oats,1,1,NOUN
"Ratio, Proportion, and Rates of Change",ocean,1,1,NOUN
"Ratio, Proportion, and Rates of Change",off,2,1,ADV
"Ratio, Proportion, and Rates of Change",ofmetre,1,1,NOUN
"Ratio, Proportion, and Rates of Change",oil,1,1,NOUN
"Ratio, Proportion, and Rates of Change",old,4,1,ADJ
"Ratio, Proportion, and Rates of Change",on,2,1,ADV
"Ratio, Proportion, and Rates of Change",onion,1,1,NOUN
"Ratio, Proportion, and Rates of Change",only,14,4,"ADJ, ADV"
"Ratio, Proportion, and Rates of Change",order,8,4,"NOUN, VERB"
"Ratio, Proportion, and Rates of Change",organise,1,1,VERB
"Ratio, Proportion, and Rates of Change",other,5,3,ADJ
"Ratio, Proportion, and Rates of Change",out,1,1,ADV
"Ratio, Proportion, and Rates of Change",own,2,1,VERB
"Ratio, Proportion, and Rates of Change",p,1,1,NOUN
"Ratio, Proportion, and Rates of Change",p.,2,1,NOUN
"Ratio, Proportion, and Rates of Change",pack,6,2,"NOUN, VERB"
"Ratio, Proportion, and Rates of Change",packsof,1,1,PROPN
"Ratio, Proportion, and Rates of Change",paint,5,1,NOUN
"Ratio, Proportion, and Rates of Change",paint?you,1,1,NOUN
"Ratio, Proportion, and Rates of Change",pair,3,2,NOUN
"Ratio, Proportion, and Rates of Change",pancake,2,1,NOUN
"Ratio, Proportion, and Rates of Change",panel,2,1,NOUN
"Ratio, Proportion, and Rates of Change",paris?you,1,1,NOUN
"Ratio, Proportion, and Rates of Change",park,1,1,NOUN
"Ratio, Proportion, and Rates of Change",part,5,2,NOUN
"Ratio, Proportion, and Rates of Change",party,3,1,NOUN
"Ratio, Proportion, and Rates of Change",party?Tick,2,1,PROPN
"Ratio, Proportion, and Rates of Change",path,1,1,NOUN
"Ratio, Proportion, and Rates of Change",pay,17,5,VERB
"Ratio, Proportion, and Rates of Change",payment,3,2,NOUN
"Ratio, Proportion, and Rates of Change",peanut,2,1,NOUN
"Ratio, Proportion, and Rates of Change",pen,6,2,NOUN
"Ratio, Proportion, and Rates of Change",pendulum,2,1,NOUN
"Ratio, Proportion, and Rates of Change",pensand,1,1,NOUN
"Ratio, Proportion, and Rates of Change",people,24,3,NOUN
"Ratio, Proportion, and Rates of Change",percentage,14,3,NOUN
"Ratio, Proportion, and Rates of Change",perimeter,1,1,NOUN
"Ratio, Proportion, and Rates of Change",period,2,1,NOUN
"Ratio, Proportion, and Rates of Change",perpendicular,1,1,ADJ
"Ratio, Proportion, and Rates of Change",person,4,2,NOUN
"Ratio, Proportion, and Rates of Change",petrol,3,2,NOUN
"Ratio, Proportion, and Rates of Change",phone,2,1,NOUN
"Ratio, Proportion, and Rates of Change",photo,9,2,NOUN
"Ratio, Proportion, and Rates of Change",pick,2,1,VERB
"Ratio, Proportion, and Rates of Change",pie,5,1,NOUN
"Ratio, Proportion, and Rates of Change",piece,2,1,NOUN
"Ratio, Proportion, and Rates of Change",pies?you,2,1,NOUN
"Ratio, Proportion, and Rates of Change",pig,4,1,NOUN
"Ratio, Proportion, and Rates of Change",pint,2,1,NOUN
"Ratio, Proportion, and Rates of Change",pixel,3,1,NOUN
"Ratio, Proportion, and Rates of Change",pizza,1,1,NOUN
"Ratio, Proportion, and Rates of Change",place,7,3,NOUN
"Ratio, Proportion, and Rates of Change",plane,1,1,NOUN
"Ratio, Proportion, and Rates of Change",planet,11,1,NOUN
"Ratio, Proportion, and Rates of Change",planetary,1,1,ADJ
"Ratio, Proportion, and Rates of Change",plant,4,1,NOUN
"Ratio, Proportion, and Rates of Change",play,2,1,VERB
"Ratio, Proportion, and Rates of Change",player,1,1,NOUN
"Ratio, Proportion, and Rates of Change",point,2,1,NOUN
"Ratio, Proportion, and Rates of Change",pond,1,1,NOUN
"Ratio, Proportion, and Rates of Change",pool,1,1,NOUN
"Ratio, Proportion, and Rates of Change",population,5,2,NOUN
"Ratio, Proportion, and Rates of Change",position,2,1,NOUN
"Ratio, Proportion, and Rates of Change",positive,5,1,ADJ
"Ratio, Proportion, and Rates of Change",possible,9,3,ADJ
"Ratio, Proportion, and Rates of Change",post,4,1,"NOUN, VERB"
"Ratio, Proportion, and Rates of Change",potato,2,1,NOUN
"Ratio, Proportion, and Rates of Change",pound,4,1,NOUN
"Ratio, Proportion, and Rates of Change",premier,2,1,ADJ
"Ratio, Proportion, and Rates of Change",pressure,5,2,NOUN
"Ratio, Proportion, and Rates of Change",price,17,3,NOUN
"Ratio, Proportion, and Rates of Change",price?You,1,1,NOUN
"Ratio, Proportion, and Rates of Change",pricethen%,2,1,PROPN
"Ratio, Proportion, and Rates of Change",prism,1,1,NOUN
"Ratio, Proportion, and Rates of Change",probability,5,2,NOUN
"Ratio, Proportion, and Rates of Change",profit,5,1,NOUN
"Ratio, Proportion, and Rates of Change",proportion,9,3,NOUN
"Ratio, Proportion, and Rates of Change",proportional,79,1,ADJ
"Ratio, Proportion, and Rates of Change",proportionality,4,1,NOUN
"Ratio, Proportion, and Rates of Change",pump,1,1,NOUN
"Ratio, Proportion, and Rates of Change",purple,4,1,ADJ
"Ratio, Proportion, and Rates of Change",put,10,2,VERB
"Ratio, Proportion, and Rates of Change",q,1,1,NOUN
"Ratio, Proportion, and Rates of Change",quadrilateral,2,1,NOUN
"Ratio, Proportion, and Rates of Change",quarter,2,1,NOUN
"Ratio, Proportion, and Rates of Change",r,1,1,PROPN
"Ratio, Proportion, and Rates of Change",r%,1,1,NOUN
"Ratio, Proportion, and Rates of Change",r.,1,1,NOUN
"Ratio, Proportion, and Rates of Change",radius,9,1,NOUN
"Ratio, Proportion, and Rates of Change",raisin,1,1,NOUN
"Ratio, Proportion, and Rates of Change",rand,4,1,NOUN
"Ratio, Proportion, and Rates of Change",random,3,2,ADJ
"Ratio, Proportion, and Rates of Change",rate,44,4,NOUN
"Ratio, Proportion, and Rates of Change",ratio,132,3,NOUN
"Ratio, Proportion, and Rates of Change",reach,1,1,VERB
"Ratio, Proportion, and Rates of Change",real,5,1,ADJ
"Ratio, Proportion, and Rates of Change",reason,3,2,NOUN
"Ratio, Proportion, and Rates of Change",reasoning,2,1,NOUN
"Ratio, Proportion, and Rates of Change",receive,24,3,VERB
"Ratio, Proportion, and Rates of Change",reciprocal,1,1,ADJ
"Ratio, Proportion, and Rates of Change",red,20,2,ADJ
"Ratio, Proportion, and Rates of Change",reduce,3,1,VERB
"Ratio, Proportion, and Rates of Change",relationship,6,1,NOUN
"Ratio, Proportion, and Rates of Change",remain,2,1,VERB
"Ratio, Proportion, and Rates of Change",remover,2,1,"NOUN, PROPN"
"Ratio, Proportion, and Rates of Change",remover600,1,1,PROPN
"Ratio, Proportion, and Rates of Change",removerwith,1,1,NOUN
"Ratio, Proportion, and Rates of Change",rent,2,1,NOUN
"Ratio, Proportion, and Rates of Change",repayment,2,1,NOUN
"Ratio, Proportion, and Rates of Change",represent,2,1,VERB
"Ratio, Proportion, and Rates of Change",rest,5,2,NOUN
"Ratio, Proportion, and Rates of Change",result,2,1,NOUN
"Ratio, Proportion, and Rates of Change",rice,2,1,NOUN
"Ratio, Proportion, and Rates of Change",right,5,2,"ADJ, ADV"
"Ratio, Proportion, and Rates of Change",right?you,1,1,NOUN
"Ratio, Proportion, and Rates of Change",road,1,1,NOUN
"Ratio, Proportion, and Rates of Change",rocket,1,1,NOUN
"Ratio, Proportion, and Rates of Change",room,1,1,NOUN
"Ratio, Proportion, and Rates of Change",root,5,2,NOUN
"Ratio, Proportion, and Rates of Change",route,1,1,NOUN
"Ratio, Proportion, and Rates of Change",rupee,11,2,NOUN
"Ratio, Proportion, and Rates of Change",s,2,1,PROPN
"Ratio, Proportion, and Rates of Change",sachet,1,1,NOUN
"Ratio, Proportion, and Rates of Change",salami,1,1,NOUN
"Ratio, Proportion, and Rates of Change",sale,4,1,NOUN
"Ratio, Proportion, and Rates of Change",same,34,6,ADJ
"Ratio, Proportion, and Rates of Change",sample,5,1,"NOUN, VERB"
"Ratio, Proportion, and Rates of Change",sand,2,1,NOUN
"Ratio, Proportion, and Rates of Change",sand100,1,1,PROPN
"Ratio, Proportion, and Rates of Change",sandal,2,1,NOUN
"Ratio, Proportion, and Rates of Change",save,2,1,VERB
"Ratio, Proportion, and Rates of Change",saving,2,1,NOUN
"Ratio, Proportion, and Rates of Change",savings,1,1,NOUN
"Ratio, Proportion, and Rates of Change",say,11,4,VERB
"Ratio, Proportion, and Rates of Change",scale,4,1,NOUN
"Ratio, Proportion, and Rates of Change",school,8,2,NOUN
"Ratio, Proportion, and Rates of Change",seat,4,1,NOUN
"Ratio, Proportion, and Rates of Change",seats?You,2,1,PROPN
"Ratio, Proportion, and Rates of Change",second,12,3,"ADJ, NOUN"
"Ratio, Proportion, and Rates of Change",see,3,2,VERB
"Ratio, Proportion, and Rates of Change",seed,2,1,NOUN
"Ratio, Proportion, and Rates of Change",select,2,1,VERB
"Ratio, Proportion, and Rates of Change",sell,28,2,VERB
"Ratio, Proportion, and Rates of Change",selling,3,1,NOUN
"Ratio, Proportion, and Rates of Change",send,2,1,VERB
"Ratio, Proportion, and Rates of Change",sensible,1,1,ADJ
"Ratio, Proportion, and Rates of Change",set,5,2,NOUN
"Ratio, Proportion, and Rates of Change",shape,4,3,NOUN
"Ratio, Proportion, and Rates of Change",share,32,2,"NOUN, VERB"
"Ratio, Proportion, and Rates of Change",sheep,2,1,NOUN
"Ratio, Proportion, and Rates of Change",sherbert,2,1,NOUN
"Ratio, Proportion, and Rates of Change",shoe,4,2,NOUN
"Ratio, Proportion, and Rates of Change",shop,14,3,NOUN
"Ratio, Proportion, and Rates of Change",shortbread,2,1,"ADJ, NOUN"
"Ratio, Proportion, and Rates of Change",shortcake,2,1,NOUN
"Ratio, Proportion, and Rates of Change",show,76,5,VERB
"Ratio, Proportion, and Rates of Change",side,2,2,NOUN
"Ratio, Proportion, and Rates of Change",sign,1,1,NOUN
"Ratio, Proportion, and Rates of Change",significant,2,2,ADJ
"Ratio, Proportion, and Rates of Change",simple,16,4,ADJ
"Ratio, Proportion, and Rates of Change",size,10,1,NOUN
"Ratio, Proportion, and Rates of Change",small,13,3,ADJ
"Ratio, Proportion, and Rates of Change",solid,1,1,ADJ
"Ratio, Proportion, and Rates of Change",sound,2,1,NOUN
"Ratio, Proportion, and Rates of Change",soup,1,1,NOUN
"Ratio, Proportion, and Rates of Change",speed,11,2,NOUN
"Ratio, Proportion, and Rates of Change",speed?Circle,1,1,PROPN
"Ratio, Proportion, and Rates of Change",spend,2,1,VERB
"Ratio, Proportion, and Rates of Change",sphere,1,1,NOUN
"Ratio, Proportion, and Rates of Change",square,28,3,"ADJ, NOUN"
"Ratio, Proportion, and Rates of Change",stalls.117,2,1,ADJ
"Ratio, Proportion, and Rates of Change",standard,3,2,ADJ
"Ratio, Proportion, and Rates of Change",start,7,4,"NOUN, VERB"
"Ratio, Proportion, and Rates of Change",statement,8,3,NOUN
