English Text Problem,Section Merged,Section,Topic
"In a group of 120 adults, 85 watch football, 78 play a sport and 20 do neither.Find the probability that an adult chosen at random from those who watch football does not play a sport.",Probability,11-probability,simple-probability-diagrams
" is a common factor of 72 and 120.
 is a common multiple of 6 and 9.
Work out the highest possible value of  .",Number and Operations,1-number,prime-factors-hcf-and-lcm
"In an office there are twice as many females as males.
 of the females wear glasses.
  of the males wear glasses.
84 people in the office wear glasses.Work out the number of people in the office.",Number and Operations,1-number,fractions
Write as an ordinary number.,Number and Operations,1-number,powers-roots-and-standard-form
 Show that   can be written in the form  where  and  are integers.,Number and Operations,1-number,surds
"John buys some boxes of pencils and some packets of pens for people to use at a conference.
There are 40 pencils in a box.There are 15 pens in a packet.
John gives one pencil and one pen to each person at the conference.He has no pencils left.He has no pens left.How many boxes of pencils and how many packets of pens did John buy?",Number and Operations,1-number,prime-factors-hcf-and-lcm
Work out  ,Number and Operations,1-number,fractions
Find the lowest common multiple (LCM) of 40 and 56.,Number and Operations,1-number,prime-factors-hcf-and-lcm
"There are  children in a club.
In the club, the ratio of the number of girls to the number of boys is 
 of the girls play a musical instrument.
 of the boys play a musical instrument.
What fraction of the  children play a musical instrument?",Number and Operations,1-number,fractions
"Celina and Zoe both sing in a band.
One evening the band plays for minutes.Celina sings for  of the minutes.
Zoe sings for  of the minutes.Celina sings for more minutes than Zoe sings.
Work out for how many more minutes.You must show all your working.",Number and Operations,1-number,fractions-decimals-and-percentages
Find the difference between the mass of Venus and the mass of Mercury.,Number and Operations,1-number,powers-roots-and-standard-form
"At a country park there is a house, a museum and a garden.
The table shows the prices per person to visit the park.




 
Price per person


Garden only
Free


House and museum
£12.50


House only
£8


Museum only
£7




One day, 480 people visit the park.
67 visit the garden only.40% visit the house and the museum. visit the house only.The rest visit the museum only.
In total, how much do the 480 people pay to visit the park?You may use the Venn diagram to help you.

",Number and Operations,1-number,fractions-decimals-and-percentages
"A force of 70 newtons acts on an area of 20 cm2 



pressure = 




The force is increased by 10 newtons.The area is increased by 10 cm2
Helen says,
""The pressure decreases by less than 20%""
Is Helen correct?You must show how you get your answer.",Number and Operations,1-number,percentages
"Circle the reciprocal of 










",Number and Operations,1-number,number-toolkit
Find the value of .,Number and Operations,1-number,powers-roots-and-standard-form
"Work out 
Give your answer in its lowest terms.",Number and Operations,1-number,fractions
Write down the reciprocal of 5.,Number and Operations,1-number,powers-roots-and-standard-form
Write 200 as a product of prime factors.Give your answer in index form.,Number and Operations,1-number,prime-factors-hcf-and-lcm
"Work out 
Give your answer in standard form.",Number and Operations,1-number,using-a-calculator
Work out Give your answer in standard form.,Number and Operations,1-number,powers-roots-and-standard-form
"Work out    
Give your answer in the form   where  and  are integers.",Number and Operations,1-number,surds
"Amelia buys a new car.The expected future value of this car, , is given by

where  is the age of the car in complete years.
i)
Write down the value of the car when new.
£ ..................... [1]
ii)
Write down the annual percentage decrease in the expected value of the car.
 [1]
",Number and Operations,1-number,simple-and-compound-interest-growth-and-decay
"Work out

Give your answer in its simplest form.",Number and Operations,1-number,fractions
" of a number is 
Work out the number.",Number and Operations,1-number,fractions
Calculate .Give your answer in standard form.,Number and Operations,1-number,powers-roots-and-standard-form
Show that r is 0.94.,Number and Operations,1-number,simple-and-compound-interest-growth-and-decay
"Write these numbers in order of size.Start with the smallest number.









",Number and Operations,1-number,powers-roots-and-standard-form
"Here is a list of five numbers. 
 
Find the lowest common multiple of these five numbers.",Number and Operations,1-number,prime-factors-hcf-and-lcm
"The length of a book is 33.8 cm, correct to one decimal place.
i)
Write down the lower bound of the length of the book.
.............................................. cm [1]
ii)
Write down the upper bound of the length of the book.
.............................................. cm [1]",Number and Operations,1-number,rounding-estimation-and-bounds
" Show that   can be written in the form  where  and  are integers.
",Number and Operations,1-number,surds
"During last season the cost of a ticket to watch Seapron United increased by 15% and then decreased by 8%.
Work out the overall percentage change in the cost of a ticket to watch Seapron United during last season.",Number and Operations,1-number,percentages
"Asha worked out 
She got an answer of , correct to  significant figures.
Write each number correct to  significant figure to decide if Asha’s answer is reasonable.",Number and Operations,1-number,rounding-estimation-and-bounds
"Without using a calculator, show that .",Number and Operations,1-number,surds
"Circle the fraction that is equivalent to  










",Number and Operations,1-number,fractions
"Viv wants to invest £2000 for 2 years in the same bank.

At the end of 2 years, Viv wants to have as much money as possible.Which bank should she invest her £2000 in?",Number and Operations,1-number,simple-and-compound-interest-growth-and-decay
"Write these numbers in standard form.
i)

[1]
ii)

[1]",Number and Operations,1-number,powers-roots-and-standard-form
"Using algebra, prove that   is equal in value to ",Number and Operations,1-number,fractions-decimals-and-percentages
"Simplify fully by rationalising the denominator.
",Number and Operations,1-number,surds
"i)
Write 450 as a product of its prime factors.
[3]

ii)
Find the highest common factor (HCF) of 270 and 450.
[3]",Number and Operations,1-number,prime-factors-hcf-and-lcm
Show that   can be written as ,Number and Operations,1-number,powers-roots-and-standard-form
Write  in standard form.,Number and Operations,1-number,powers-roots-and-standard-form
Show that  ,Number and Operations,1-number,fractions
Work out the value of Give your answer in standard form.,Number and Operations,1-number,powers-roots-and-standard-form
Show that  simplifies to an integer.,Number and Operations,1-number,surds
Use algebra to show that the recurring decimal ,Number and Operations,1-number,fractions-decimals-and-percentages
